LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT	WINNERS
EZ2 Lotto Vismin 9PM	27-09	2/25/2010	4,000.00	5
Lotto 6/42	02-22-19-04-30-31	2/25/2010	3,000,000.00	1
EZ2 Lotto 11AM	22-04	2/25/2010	4,000.00	68
EZ2 Lotto 4PM	25-10	2/25/2010	4,000.00	125
Megalotto 6/45	07-11-31-01-14-20	2/24/2010	26,452,929.60	1
4Digit	4-9-2-7	2/24/2010	17,231.00	23
4D Vismin	4-9-2-7	2/24/2010	28,929.00	9
Suertres Lotto 11AM	9-1-4	2/24/2010	4,500.00	344
Suertres Lotto 4PM	8-1-8	2/24/2010	4,500.00	209
Suertres Lotto 9PM	7-8-3	2/24/2010	4,500.00	297
EZ2 Lotto 9PM	31-04	2/24/2010	4,000.00	131
EZ2 Lotto Vismin 9PM	31-04	2/24/2010	4,000.00	11
EZ2 Lotto 11AM	17-29	2/24/2010	4,000.00	71
EZ2 Lotto 4PM	28-24	2/24/2010	4,000.00	71
Superlotto 6/49	16-25-24-44-08-28	2/23/2010	35,069,720.40	0
6Digit	3-6-1-7-2-7	2/23/2010	6,473,971.44	0
Suertres Lotto 11AM	7-1-6	2/23/2010	4,500.00	362
Suertres Lotto 4PM	8-4-5	2/23/2010	4,500.00	81
Suertres Lotto 9PM	7-0-3	2/23/2010	4,500.00	624
EZ2 Lotto 9PM	07-13	2/23/2010	4,000.00	331
EZ2 Lotto Vismin 9PM	07-13	2/23/2010	4,000.00	20
Lotto 6/42	18-09-01-10-40-15	2/23/2010	22,497,908.40	2
EZ2 Lotto 11AM	09-30	2/23/2010	4,000.00	199
EZ2 Lotto 4PM	18-13	2/23/2010	4,000.00	19
Megalotto 6/45	37-43-36-32-42-08	2/22/2010	21,083,427.00	0
4Digit	2-4-2-2	2/22/2010	10,000.00	88
4D Vismin	2-4-2-2	2/22/2010	10,000.00	75
Suertres Lotto 11AM	7-1-4	2/22/2010	4,500.00	469
Suertres Lotto 4PM	7-8-3	2/22/2010	4,500.00	127
Suertres Lotto 9PM	0-8-2	2/22/2010	4,500.00	350
EZ2 Lotto 9PM	26-23	2/22/2010	4,000.00	93
EZ2 Lotto Vismin 9PM	26-23	2/22/2010	4,000.00	9
EZ2 Lotto 11AM	29-08	2/22/2010	4,000.00	58
EZ2 Lotto 4PM	14-27	2/22/2010	4,000.00	77
Superlotto 6/49	37-42-43-39-09-14	2/21/2010	29,199,340.80	0
Suertres Lotto 11AM	5-8-8	2/21/2010	4,500.00	219
Suertres Lotto 4PM	5-7-9	2/21/2010	4,500.00	194
Suertres Lotto 9PM	0-5-2	2/21/2010	4,500.00	378
EZ2 Lotto 9PM	26-28	2/21/2010	4,000.00	116
EZ2 Lotto Vismin 9PM	26-28	2/21/2010	4,000.00	13
EZ2 Lotto 11AM	10-03	2/21/2010	4,000.00	177
EZ2 Lotto 4PM	02-10	2/21/2010	4,000.00	135
6Digit	3-9-5-9-1-7	2/20/2010	6,423,971.44	0
Suertres Lotto 11AM	5-1-7	2/20/2010	4,500.00	426
Suertres Lotto 4PM	9-7-1	2/20/2010	4,500.00	154
Suertres Lotto 9PM	8-4-5	2/20/2010	4,500.00	399
EZ2 Lotto 9PM	03-12	2/20/2010	4,000.00	409
EZ2 Lotto Vismin 9PM	03-12	2/20/2010	4,000.00	36
Lotto 6/42	09-03-10-35-37-19	2/20/2010	18,678,083.40	0
PowerLotto	35-03-52-25-17-06	2/20/2010	97,703,847.00	0
EZ2 Lotto 11AM	04-23	2/20/2010	4,000.00	198
EZ2 Lotto 4PM	24-01	2/20/2010	4,000.00	19
Megalotto 6/45	42-15-09-19-27-34	2/19/2010	15,807,499.20	0
4Digit	5-9-6-1	2/19/2010	38,887.00	18
4D Vismin	5-9-6-1	2/19/2010	64,309.00	5
Suertres Lotto 11AM	9-7-7	2/19/2010	4,500.00	359
Suertres Lotto 4PM	0-1-0	2/19/2010	4,500.00	391
Suertres Lotto 9PM	5-7-6	2/19/2010	4,500.00	465
EZ2 Lotto 9PM	18-17	2/19/2010	4,000.00	126
EZ2 Lotto Vismin 9PM	18-17	2/19/2010	4,000.00	5
EZ2 Lotto 11AM	27-21	2/19/2010	4,000.00	77
EZ2 Lotto 4PM	16-06	2/19/2010	4,000.00	46
Superlotto 6/49	12-14-26-11-20-04	2/18/2010	20,709,302.40	0
6Digit	3-0-3-0-0-9	2/18/2010	6,053,479.32	0
Suertres Lotto 11AM	4-2-0	2/18/2010	4,500.00	341
Suertres Lotto 4PM	0-5-4	2/18/2010	4,500.00	369
Suertres Lotto 9PM	9-4-4	2/18/2010	4,500.00	531
EZ2 Lotto 9PM	22-28	2/18/2010	4,000.00	205
EZ2 Lotto Vismin 9PM	22-28	2/18/2010	4,000.00	30
Lotto 6/42	19-14-06-27-07-10	2/18/2010	13,850,067.60	0
EZ2 Lotto 11AM	08-21	2/18/2010	4,000.00	270
EZ2 Lotto 4PM	26-16	2/18/2010	4,000.00	6
Megalotto 6/45	16-38-44-13-32-40	2/17/2010	10,407,486.60	0
4Digit	1-9-8-6	2/17/2010	10,008.00	82
4D Vismin	1-9-8-6	2/17/2010	10,000.00	51
Suertres Lotto 11AM	0-8-4	2/17/2010	4,500.00	176
Suertres Lotto 4PM	8-6-2	2/17/2010	4,500.00	212
Suertres Lotto 9PM	8-8-7	2/17/2010	4,500.00	430
EZ2 Lotto 9PM	22-31	2/17/2010	4,000.00	121
EZ2 Lotto Vismin 9PM	22-31	2/17/2010	4,000.00	38
EZ2 Lotto 11AM	09-12	2/17/2010	4,000.00	270
EZ2 Lotto 4PM	30-29	2/17/2010	4,000.00	24
Superlotto 6/49	36-19-27-38-26-20	2/16/2010	16,000,000.00	0
6Digit	5-9-3-1-4-5	2/16/2010	6,003,479.32	0
Suertres Lotto 11AM	4-8-4	2/16/2010	4,500.00	301
Suertres Lotto 4PM	0-7-6	2/16/2010	4,500.00	127
Suertres Lotto 9PM	3-3-3	2/16/2010	4,500.00	1104
EZ2 Lotto 9PM	07-05	2/16/2010	4,000.00	472
EZ2 Lotto Vismin 9PM	07-05	2/16/2010	4,000.00	49
Lotto 6/42	35-29-22-12-19-02	2/16/2010	10,860,649.20	0
EZ2 Lotto 11AM	04-25	2/16/2010	4,000.00	253
EZ2 Lotto 4PM	27-27	2/16/2010	4,000.00	123
Megalotto 6/45	17-32-38-41-24-10	2/15/2010	5,188,685.40	0
4Digit	6-9-3-8	2/15/2010	48,568.00	16
4D Vismin	6-9-3-8	2/15/2010	345,417.00	1
Suertres Lotto 11AM	8-7-0	2/15/2010	4,500.00	95
Suertres Lotto 4PM	6-8-4	2/15/2010	4,500.00	47
Suertres Lotto 9PM	4-0-3	2/15/2010	4,500.00	855
EZ2 Lotto 9PM	21-31	2/15/2010	4,000.00	150
EZ2 Lotto Vismin 9PM	21-31	2/15/2010	4,000.00	3
EZ2 Lotto 11AM	05-13	2/15/2010	4,000.00	176
EZ2 Lotto 4PM	29-18	2/15/2010	4,000.00	16
Superlotto 6/49	06-26-17-12-14-45	2/14/2010	16,000,000.00	0
Suertres Lotto 11AM	2-4-8	2/14/2010	4,500.00	246
Suertres Lotto 4PM	4-4-1	2/14/2010	4,500.00	678
Suertres Lotto 9PM	0-5-5	2/14/2010	4,500.00	230
EZ2 Lotto 9PM	15-23	2/14/2010	4,000.00	284
EZ2 Lotto Vismin 9PM	15-23	2/14/2010	4,000.00	25
EZ2 Lotto 11AM	30-14	2/14/2010	4,000.00	83
EZ2 Lotto 4PM	03-07	2/14/2010	4,000.00	74
6Digit	9-5-9-1-9-8	2/13/2010	5,770,379.10	0
Suertres Lotto 11AM	6-5-4	2/13/2010	4,500.00	34
Suertres Lotto 4PM	3-1-4	2/13/2010	4,500.00	1000
Suertres Lotto 9PM	0-4-1	2/13/2010	4,500.00	797
EZ2 Lotto 9PM	27-12	2/13/2010	4,000.00	68
EZ2 Lotto Vismin 9PM	27-12	2/13/2010	4,000.00	16
Lotto 6/42	08-21-38-06-19-28	2/13/2010	7,149,808.80	0
PowerLotto	47-01-30-54-25-10	2/13/2010	96,450,849.00	0
EZ2 Lotto 11AM	27-28	2/13/2010	4,000.00	100
EZ2 Lotto 4PM	13-18	2/13/2010	4,000.00	82
Megalotto 6/45	24-19-45-09-34-02	2/12/2010	5,404,815.00	1
4Digit	2-0-0-8	2/12/2010	11,784.00	56
4D Vismin	2-0-0-8	2/12/2010	10,000.00	46
Suertres Lotto 11AM	0-6-8	2/12/2010	4,500.00	173
Suertres Lotto 4PM	9-8-9	2/12/2010	4,500.00	98
Suertres Lotto 9PM	2-6-0	2/12/2010	4,500.00	506
EZ2 Lotto 9PM	13-10	2/12/2010	4,000.00	357
EZ2 Lotto Vismin 9PM	13-10	2/12/2010	4,000.00	31
EZ2 Lotto 11AM	27-22	2/12/2010	4,000.00	37
EZ2 Lotto 4PM	23-02	2/12/2010	4,000.00	88
Superlotto 6/49	05-16-48-29-38-10	2/11/2010	201,473,805.60	1
6Digit	4-1-3-8-8-2	2/11/2010	5,215,814.86	0
Suertres Lotto 11AM	6-3-4	2/11/2010	4,500.00	346
Suertres Lotto 4PM	0-4-0	2/11/2010	4,500.00	74
Suertres Lotto 9PM	6-0-1	2/11/2010	4,500.00	793
EZ2 Lotto 9PM	22-18	2/11/2010	4,000.00	213
EZ2 Lotto Vismin 9PM	22-18	2/11/2010	4,000.00	34
Lotto 6/42	03-27-08-17-20-39	2/11/2010	3,000,000.00	0
EZ2 Lotto 11AM	21-28	2/11/2010	4,000.00	103
EZ2 Lotto 4PM	24-12	2/11/2010	4,000.00	37
Megalotto 6/45	03-30-12-11-16-17	2/10/2010	16,508,651.40	3
4Digit	5-5-8-4	2/10/2010	73,631.00	11
4D Vismin	5-5-8-4	2/10/2010	15,976.00	21
Suertres Lotto 11AM	5-6-6	2/10/2010	4,500.00	100
Suertres Lotto 4PM	1-4-5	2/10/2010	4,500.00	143
Suertres Lotto 9PM	4-6-5	2/10/2010	4,500.00	183
EZ2 Lotto 9PM	25-03	2/10/2010	4,000.00	128
EZ2 Lotto Vismin 9PM	25-03	2/10/2010	4,000.00	15
EZ2 Lotto 11AM	05-25	2/10/2010	4,000.00	267
EZ2 Lotto 4PM	24-29	2/10/2010	4,000.00	37
Superlotto 6/49	07-37-13-33-04-48	2/9/2010	174,707,251.20	0
6Digit	4-9-7-2-5-8	2/9/2010	4,828,612.72	0
Suertres Lotto 11AM	9-7-6	2/9/2010	4,500.00	440
Suertres Lotto 4PM	6-4-6	2/9/2010	4,500.00	169
Suertres Lotto 9PM	9-0-6	2/9/2010	4,500.00	523
EZ2 Lotto 9PM	16-11	2/9/2010	4,000.00	161
EZ2 Lotto Vismin 9PM	16-11	2/9/2010	4,000.00	12
Lotto 6/42	07-25-33-27-38-16	2/9/2010	3,308,655.60	1
EZ2 Lotto 11AM	05-01	2/9/2010	4,000.00	180
EZ2 Lotto 4PM	28-17	2/9/2010	4,000.00	24
Megalotto 6/45	36-27-08-12-34-28	2/8/2010	10,733,288.40	0
4Digit	4-3-5-9	2/8/2010	45,242.00	16
4D Vismin	4-3-5-9	2/8/2010	70,449.00	5
Suertres Lotto 11AM	5-4-4	2/8/2010	4,500.00	396
Suertres Lotto 4PM	5-0-3	2/8/2010	4,500.00	255
Suertres Lotto 9PM	0-4-7	2/8/2010	4,500.00	399
EZ2 Lotto 9PM	19-09	2/8/2010	4,000.00	377
EZ2 Lotto Vismin 9PM	19-09	2/8/2010	4,000.00	24
EZ2 Lotto 11AM	01-29	2/8/2010	4,000.00	177
EZ2 Lotto 4PM	25-19	2/8/2010	4,000.00	20
Superlotto 6/49	03-27-38-35-14-25	2/7/2010	153,095,252.40	0
Suertres Lotto 11AM	3-5-4	2/7/2010	4,500.00	230
Suertres Lotto 4PM	2-2-2	2/7/2010	4,500.00	1000
Suertres Lotto 9PM	6-5-4	2/7/2010	4,500.00	394
EZ2 Lotto 9PM	04-14	2/7/2010	4,000.00	419
EZ2 Lotto Vismin 9PM	04-14	2/7/2010	4,000.00	46
EZ2 Lotto 11AM	22-21	2/7/2010	4,000.00	56
EZ2 Lotto 4PM	14-19	2/7/2010	4,000.00	78
6Digit	4-4-8-0-3-6	2/6/2010	4,537,667.48	0
Suertres Lotto 11AM	1-2-1	2/6/2010	4,500.00	1000
Suertres Lotto 4PM	0-1-2	2/6/2010	4,500.00	699
Suertres Lotto 9PM	2-9-2	2/6/2010	4,500.00	820
EZ2 Lotto 9PM	27-26	2/6/2010	4,000.00	89
EZ2 Lotto Vismin 9PM	27-26	2/6/2010	4,000.00	16
Lotto 6/42	07-29-27-41-24-03	2/6/2010	4,636,891.80	1
PowerLotto	25-05-09-02-07-08	2/6/2010	95,107,464.00	0
EZ2 Lotto 11AM	19-24	2/6/2010	4,000.00	217
EZ2 Lotto 4PM	16-01	2/6/2010	4,000.00	20
Megalotto 6/45	15-19-45-23-05-42	2/5/2010	5,349,195.00	0
4Digit	5-1-4-5	2/5/2010	10,193.00	58
4D Vismin	5-1-4-5	2/5/2010	28,205.00	10
Suertres Lotto 11AM	5-2-4	2/5/2010	4,500.00	173
Suertres Lotto 4PM	0-3-8	2/5/2010	4,500.00	146
Suertres Lotto 9PM	9-0-3	2/5/2010	4,500.00	1148
EZ2 Lotto 9PM	19-27	2/5/2010	4,000.00	226
EZ2 Lotto Vismin 9PM	19-27	2/5/2010	4,000.00	32
EZ2 Lotto 11AM	02-21	2/5/2010	4,000.00	270
EZ2 Lotto 4PM	13-03	2/5/2010	4,000.00	91
Superlotto 6/49	29-28-26-17-37-16	2/4/2010	130,936,737.60	0
6Digit	5-8-5-9-5-4	2/4/2010	4,151,463.12	0
Suertres Lotto 11AM	0-9-7	2/4/2010	4,500.00	90
Suertres Lotto 4PM	8-0-9	2/4/2010	4,500.00	462
Suertres Lotto 9PM	1-2-9	2/4/2010	4,500.00	749
EZ2 Lotto 9PM	26-25	2/4/2010	4,000.00	95
EZ2 Lotto Vismin 9PM	26-25	2/4/2010	4,000.00	12
Lotto 6/42	02-20-24-09-12-18	2/4/2010	15,851,120.40	1
EZ2 Lotto 11AM	23-30	2/4/2010	4,000.00	69
EZ2 Lotto 4PM	31-24	2/4/2010	4,000.00	21
Megalotto 6/45	23-43-32-12-13-35	2/3/2010	14,993,370.00	1
4Digit	4-5-6-0	2/3/2010	25,657.00	29
4D Vismin	4-5-6-0	2/3/2010	21,733.00	14
Suertres Lotto 11AM	4-7-9	2/3/2010	4,500.00	255
Suertres Lotto 4PM	8-0-7	2/3/2010	4,500.00	93
Suertres Lotto 9PM	2-4-1	2/3/2010	4,500.00	685
EZ2 Lotto 9PM	27-22	2/3/2010	4,000.00	94
EZ2 Lotto Vismin 9PM	27-22	2/3/2010	4,000.00	1
EZ2 Lotto 11AM	28-02	2/3/2010	4,000.00	69
EZ2 Lotto 4PM	19-18	2/3/2010	4,000.00	21
Superlotto 6/49	45-43-25-35-21-49	2/2/2010	114,617,062.80	0
6Digit	3-6-0-9-8-8	2/2/2010	3,860,189.86	0
Suertres Lotto 11AM	3-2-8	2/2/2010	4,500.00	597
Suertres Lotto 4PM	6-6-2	2/2/2010	4,500.00	111
Suertres Lotto 9PM	0-5-5	2/2/2010	4,500.00	506
EZ2 Lotto 9PM	06-14	2/2/2010	4,000.00	308
EZ2 Lotto Vismin 9PM	06-14	2/2/2010	4,000.00	28
Lotto 6/42	09-05-42-34-02-32	2/2/2010	12,991,356.00	0
EZ2 Lotto 11AM	03-20	2/2/2010	4,000.00	220
EZ2 Lotto 4PM	04-27	2/2/2010	4,000.00	118
Megalotto 6/45	38-29-09-07-41-40	2/1/2010	9,802,202.40	0
4Digit	3-6-0-5	2/1/2010	199,663.00	4
4D Vismin	3-6-0-5	2/1/2010	81,558.00	4
Suertres Lotto 11AM	9-1-7	2/1/2010	4,500.00	249
Suertres Lotto 4PM	2-6-3	2/1/2010	4,500.00	140
Suertres Lotto 9PM	6-5-0	2/1/2010	4,500.00	343
EZ2 Lotto 9PM	30-31	2/1/2010	4,000.00	308
EZ2 Lotto Vismin 9PM	30-31	2/1/2010	4,000.00	31
EZ2 Lotto 11AM	13-22	2/1/2010	4,000.00	121
EZ2 Lotto 4PM	05-28	2/1/2010	4,000.00	95
Superlotto 6/49	11-17-18-06-13-47	1/31/2010	101,987,481.60	0
Suertres Lotto 11AM	6-9-0	1/31/2010	4,500.00	254
Suertres Lotto 4PM	9-2-1	1/31/2010	4,500.00	242
Suertres Lotto 9PM	4-4-2	1/31/2010	4,500.00	366
EZ2 Lotto 9PM	15-14	1/31/2010	4,000.00	91
EZ2 Lotto Vismin 9PM	15-14	1/31/2010	4,000.00	5
EZ2 Lotto 11AM	20-29	1/31/2010	4,000.00	81
EZ2 Lotto 4PM	06-01	1/31/2010	4,000.00	115
6Digit	7-4-6-2-0-0	1/30/2010	3,583,566.12	0
Suertres Lotto 11AM	2-1-3	1/30/2010	4,500.00	510
Suertres Lotto 4PM	1-1-9	1/30/2010	4,500.00	370
Suertres Lotto 9PM	5-1-5	1/30/2010	4,500.00	955
EZ2 Lotto 9PM	03-30	1/30/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	03-30	1/30/2010	4,000.00	60
Lotto 6/42	14-34-33-10-24-07	1/30/2010	9,577,261.80	0
PowerLotto	18-46-10-08-32-09	1/30/2010	93,847,896.00	0
EZ2 Lotto 11AM	19-26	1/30/2010	4,000.00	133
EZ2 Lotto 4PM	03-22	1/30/2010	4,000.00	84
Megalotto 6/45	42-01-27-33-23-24	1/29/2010	4,764,227.40	0
4Digit	6-3-7-5	1/29/2010	36,921.00	21
4D Vismin	6-3-7-5	1/29/2010	15,682.00	23
Suertres Lotto 11AM	6-8-0	1/29/2010	4,500.00	82
Suertres Lotto 4PM	1-1-0	1/29/2010	4,500.00	352
Suertres Lotto 9PM	7-3-0	1/29/2010	4,500.00	621
EZ2 Lotto 9PM	11-29	1/29/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	11-29	1/29/2010	4,000.00	31
EZ2 Lotto 11AM	01-16	1/29/2010	4,000.00	112
EZ2 Lotto 4PM	31-14	1/29/2010	4,000.00	46
Superlotto 6/49	09-40-47-39-30-01	1/28/2010	90,707,626.80	0
6Digit	6-0-4-2-9-1	1/28/2010	3,141,631.22	0
Suertres Lotto 11AM	6-1-9	1/28/2010	4,500.00	445
Suertres Lotto 4PM	8-4-0	1/28/2010	4,500.00	126
Suertres Lotto 9PM	9-2-5	1/28/2010	4,500.00	1033
EZ2 Lotto 9PM	21-06	1/28/2010	4,000.00	201
EZ2 Lotto Vismin 9PM	21-06	1/28/2010	4,000.00	11
Lotto 6/42	05-03-41-24-20-30	1/28/2010	5,400,570.60	0
EZ2 Lotto 11AM	15-31	1/28/2010	4,000.00	127
EZ2 Lotto 4PM	10-05	1/28/2010	4,000.00	64
Megalotto 6/45	45-27-14-03-07-08	1/27/2010	29,679,606.00	1
4Digit	3-0-4-3	1/27/2010	55,106.00	14
4D Vismin	3-0-4-3	1/27/2010	14,656.00	23
Suertres Lotto 11AM	3-4-8	1/27/2010	4,500.00	311
Suertres Lotto 4PM	8-0-6	1/27/2010	4,500.00	191
Suertres Lotto 9PM	1-4-5	1/27/2010	4,500.00	680
EZ2 Lotto 9PM	12-18	1/27/2010	4,000.00	274
EZ2 Lotto Vismin 9PM	12-18	1/27/2010	4,000.00	32
EZ2 Lotto 11AM	05-10	1/27/2010	4,000.00	212
EZ2 Lotto 4PM	06-22	1/27/2010	4,000.00	108
Superlotto 6/49	29-28-05-43-37-08	1/26/2010	82,334,941.20	0
6Digit	2-2-1-6-6-1	1/26/2010	2,710,375.14	0
Suertres Lotto 11AM	5-9-5	1/26/2010	4,500.00	181
Suertres Lotto 4PM	9-1-4	1/26/2010	4,500.00	113
Suertres Lotto 9PM	0-7-8	1/26/2010	4,500.00	296
EZ2 Lotto 9PM	31-10	1/26/2010	4,000.00	115
EZ2 Lotto Vismin 9PM	31-10	1/26/2010	4,000.00	7
Lotto 6/42	35-28-34-18-41-04	1/26/2010	3,044,784.60	0
EZ2 Lotto 11AM	24-14	1/26/2010	4,000.00	58
EZ2 Lotto 4PM	01-27	1/26/2010	4,000.00	135
Megalotto 6/45	28-11-12-45-20-34	1/25/2010	24,453,928.80	0
4Digit	2-1-0-2	1/25/2010	11,876.00	56
4D Vismin	2-1-0-2	1/25/2010	30,010.00	8
Suertres Lotto 11AM	9-9-1	1/25/2010	4,500.00	216
Suertres Lotto 4PM	8-4-6	1/25/2010	4,500.00	82
Suertres Lotto 9PM	9-3-6	1/25/2010	4,500.00	514
EZ2 Lotto 9PM	25-01	1/25/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	25-01	1/25/2010	4,000.00	55
EZ2 Lotto 11AM	21-03	1/25/2010	4,000.00	72
EZ2 Lotto 4PM	01-04	1/25/2010	4,000.00	135
Superlotto 6/49	41-12-48-31-35-21	1/24/2010	75,134,419.20	0
Suertres Lotto 11AM	9-0-4	1/24/2010	4,500.00	249
Suertres Lotto 4PM	0-5-2	1/24/2010	4,500.00	107
Suertres Lotto 9PM	8-4-8	1/24/2010	4,500.00	367
EZ2 Lotto 9PM	18-18	1/24/2010	4,000.00	451
EZ2 Lotto Vismin 9PM	18-18	1/24/2010	4,000.00	48
EZ2 Lotto 11AM	08-05	1/24/2010	4,000.00	270
EZ2 Lotto 4PM	02-19	1/24/2010	4,000.00	99
6Digit	3-7-4-1-9-2	1/23/2010	2,630,399.28	0
Suertres Lotto 11AM	1-5-3	1/23/2010	4,500.00	195
Suertres Lotto 4PM	0-1-1	1/23/2010	4,500.00	249
Suertres Lotto 9PM	0-2-2	1/23/2010	4,500.00	692
EZ2 Lotto 9PM	12-04	1/23/2010	4,000.00	419
EZ2 Lotto Vismin 9PM	12-04	1/23/2010	4,000.00	17
Lotto 6/42	32-23-01-11-22-12	1/23/2010	6,310,710.00	2
PowerLotto	54-41-55-24-39-07	1/23/2010	92,602,746.00	0
EZ2 Lotto 11AM	04-08	1/23/2010	4,000.00	270
EZ2 Lotto 4PM	19-05	1/23/2010	4,000.00	46
Megalotto 6/45	38-35-14-20-23-02	1/22/2010	19,369,569.60	0
4Digit	8-4-3-8	1/22/2010	58,527.00	13
4D Vismin	8-4-3-8	1/22/2010	31,809.00	11
Suertres Lotto 11AM	9-7-4	1/22/2010	4,500.00	188
Suertres Lotto 4PM	0-4-0	1/22/2010	4,500.00	149
Suertres Lotto 9PM	8-9-2	1/22/2010	4,500.00	341
EZ2 Lotto 9PM	15-22	1/22/2010	4,000.00	495
EZ2 Lotto Vismin 9PM	15-22	1/22/2010	4,000.00	32
EZ2 Lotto 11AM	18-13	1/22/2010	4,000.00	35
EZ2 Lotto 4PM	04-31	1/22/2010	4,000.00	66
Superlotto 6/49	15-36-45-25-06-27	1/21/2010	66,118,122.00	0
6Digit	4-6-3-7-6-4	1/21/2010	2,418,916.44	0
Suertres Lotto 11AM	3-8-3	1/21/2010	4,500.00	229
Suertres Lotto 4PM	1-0-9	1/21/2010	4,500.00	666
Suertres Lotto 9PM	3-9-7	1/21/2010	4,500.00	674
EZ2 Lotto 9PM	29-30	1/21/2010	4,000.00	148
EZ2 Lotto Vismin 9PM	29-30	1/21/2010	4,000.00	15
Lotto 6/42	20-42-33-36-23-21	1/21/2010	3,000,000.00	0
EZ2 Lotto 11AM	25-06	1/21/2010	4,000.00	49
EZ2 Lotto 4PM	02-14	1/21/2010	4,000.00	135
Megalotto 6/45	27-36-24-42-37-44	1/20/2010	14,334,073.20	0
4Digit	4-0-7-3	1/20/2010	46,284.00	19
4D Vismin	4-0-7-3	1/20/2010	362,478.00	1
Suertres Lotto 11AM	3-0-7	1/20/2010	4,500.00	355
Suertres Lotto 4PM	5-8-4	1/20/2010	4,500.00	109
Suertres Lotto 9PM	7-1-9	1/20/2010	4,500.00	978
EZ2 Lotto 9PM	14-19	1/20/2010	4,000.00	260
EZ2 Lotto Vismin 9PM	14-19	1/20/2010	4,000.00	47
EZ2 Lotto 11AM	13-21	1/20/2010	4,000.00	101
EZ2 Lotto 4PM	23-23	1/20/2010	4,000.00	123
Superlotto 6/49	28-43-25-13-38-27	1/19/2010	58,788,975.60	0
6Digit	0-6-5-8-2-3	1/19/2010	2,107,295.96	0
Suertres Lotto 11AM	2-5-4	1/19/2010	4,500.00	335
Suertres Lotto 4PM	4-4-6	1/19/2010	4,500.00	298
Suertres Lotto 9PM	1-9-4	1/19/2010	4,500.00	547
EZ2 Lotto 9PM	22-10	1/19/2010	4,000.00	161
EZ2 Lotto Vismin 9PM	22-10	1/19/2010	4,000.00	11
Lotto 6/42	40-33-12-14-08-26	1/19/2010	7,361,501.40	1
EZ2 Lotto 11AM	04-21	1/19/2010	4,000.00	242
EZ2 Lotto 4PM	29-16	1/19/2010	4,000.00	33
Megalotto 6/45	36-31-35-43-44-34	1/18/2010	9,464,151.60	0
4Digit	3-4-7-6	1/18/2010	60,712.00	14
4D Vismin	3-4-7-6	1/18/2010	28,848.00	13
Suertres Lotto 11AM	9-6-4	1/18/2010	4,500.00	72
Suertres Lotto 4PM	4-6-7	1/18/2010	4,500.00	106
Suertres Lotto 9PM	5-3-1	1/18/2010	4,500.00	463
EZ2 Lotto 9PM	09-05	1/18/2010	4,000.00	446
EZ2 Lotto Vismin 9PM	09-05	1/18/2010	4,000.00	15
EZ2 Lotto 11AM	23-08	1/18/2010	4,000.00	41
EZ2 Lotto 4PM	06-09	1/18/2010	4,000.00	133
Superlotto 6/49	16-15-36-20-02-21	1/17/2010	52,498,296.00	0
Suertres Lotto 11AM	1-8-6	1/17/2010	4,500.00	145
Suertres Lotto 4PM	2-9-2	1/17/2010	4,500.00	155
Suertres Lotto 9PM	5-9-1	1/17/2010	4,500.00	255
EZ2 Lotto 9PM	15-04	1/17/2010	4,000.00	155
EZ2 Lotto Vismin 9PM	15-04	1/17/2010	4,000.00	8
EZ2 Lotto 11AM	01-31	1/17/2010	4,000.00	83
EZ2 Lotto 4PM	08-31	1/17/2010	4,000.00	100
6Digit	9-0-8-3-0-9	1/16/2010	2,051,510.36	0
Suertres Lotto 11AM	9-3-2	1/16/2010	4,500.00	575
Suertres Lotto 4PM	7-3-7	1/16/2010	4,500.00	140
Suertres Lotto 9PM	7-7-7	1/16/2010	4,500.00	1104
EZ2 Lotto 9PM	19-06	1/16/2010	4,000.00	115
EZ2 Lotto Vismin 9PM	19-06	1/16/2010	4,000.00	8
Lotto 6/42	04-34-08-03-24-20	1/16/2010	4,160,012.40	0
PowerLotto	17-37-53-50-04-02	1/16/2010	91,366,560.00	0
EZ2 Lotto 11AM	25-11	1/16/2010	4,000.00	67
EZ2 Lotto 4PM	10-14	1/16/2010	4,000.00	119
Megalotto 6/45	21-33-31-32-40-13	1/15/2010	4,768,959.60	0
4Digit	4-9-5-5	1/15/2010	35,866.00	19
4D Vismin	4-9-5-5	1/15/2010	69,952.00	4
Suertres Lotto 11AM	1-3-1	1/15/2010	4,500.00	699
Suertres Lotto 4PM	3-2-2	1/15/2010	4,500.00	136
Suertres Lotto 9PM	4-9-6	1/15/2010	4,500.00	253
EZ2 Lotto 9PM	19-30	1/15/2010	4,000.00	248
EZ2 Lotto Vismin 9PM	19-30	1/15/2010	4,000.00	6
EZ2 Lotto 11AM	05-20	1/15/2010	4,000.00	213
EZ2 Lotto 4PM	21-23	1/15/2010	4,000.00	108
Superlotto 6/49	25-45-17-41-05-01	1/14/2010	44,172,115.20	0
6Digit	8-7-1-2-7-3	1/14/2010	1,658,316.56	0
Suertres Lotto 11AM	3-2-6	1/14/2010	4,500.00	505
Suertres Lotto 4PM	9-6-5	1/14/2010	4,500.00	113
Suertres Lotto 9PM	9-8-2	1/14/2010	4,500.00	269
